Matricula,PROGRAMA EDUCATIVO,BAJA 1ER CUATRI,BAJA 2DO CUATRI,BAJA 3ER CUATRI,Estado civil,Hijos,Problema o padecimiento,Razonamiento matem‡tico,Razonamiento abstracto,R. Verbal,R. Espacial,Inform‡tica,C‡lculo,Comunicaci—n,Mec‡nico,Servicio,Finanzas,Trabaja,Ingreso mensual de padre,Ingreso mensual de madre,Ingresos mensuales familiares,UPQ Primera opci—n,Minutos de trayecto a la universidad,Probabilidad Baja (%)
124049594,0,,,,3,0,0,0.2,0.03,0.01,0.35,0.5,0.5,0.5,0.48,0.64,0.48,0,0.01,0.015,0.06,1,0.041666667,2.740181208
124049722,5,,,,3,0,0,0.15,0.1,0.1,0.35,0.66,0.5,0.68,0.76,0.82,0.64,0,0.033333333,0,0.025,1,0,2.735637903
124050339,4,,,,3,0,0,0.4,0.15,0.01,0.1,0.82,0.9,0.88,0.9,0.96,0.94,0,0,0.00025,0.00005625,1,0.0625,2.734274864
124049354,4,,,,3,0,0,0.7,0.4,0.1,0.65,0.64,0.72,0.72,0.68,0.84,0.78,0,0.058333333,0.125,0.10625,1,0.0625,2.729941845
124050392,2,,,,3,0,0,0.9,0.35,0.15,0.2,0.66,0.82,0.6,0.4,0.72,0.7,0,0.075,0.1,0.075,1,0.0625,2.724953651
124049644,4,,,,3,0,0,0.35,0.15,0.1,0.2,0.6,0.6,0.66,0.68,0.84,0.64,0,0.020833333,0.0325,0,1,0.072916667,2.718980074
124049981,1,,,,3,0,0,0.85,0.1,0.1,0.35,0.44,0.46,0.44,0.64,0.58,0.58,0,0.091666667,0,0.06875,1,0.0625,2.716117859
124050309,1,,,,3,0,0,0.8,0.25,0.35,0.35,0.48,0.48,0.46,0.66,0.6,0.52,1,0,0.075,0,1,0.104166667,2.713476419
124049880,1,,,,3,0,0,0.85,0.55,0.3,0.8,0.54,0.72,0.62,0.76,0.74,0.64,0,0.075,0.0625,0.0875,1,0.25,2.713113546
124048703,1,,,,3,0,0,0.9,0.4,0.04,0.75,0.82,0.86,0.82,0.98,0.84,0.86,1,0.166666667,0.0625,0.15625,1,0.083333333,2.711636066
123048673,1,,,,3,0,0,0.9,0.6,0.1,0.4,0.84,0.94,0.72,1,0.9,0.92,0,0.083333333,0.1875,0.15625,1,0.072916667,2.702395916
124049705,0,,,,3,0,0,0.25,0.02,0.3,0.1,0.48,0.68,0.56,0.46,0.62,0.58,0,0.041666667,0,0,1,0.104166667,2.702036858
124049311,0,,,,3,0,0,0,0.96,0.25,0.98,0.54,0.76,0.72,0.58,0.88,0.8,1,0.25,0,0.25,1,0.125,2.699933052
123048620,0,,,,3,0,0,0.55,0.01,0.01,0.1,0.46,0.56,0.58,0.6,0.58,0.62,1,0.083333333,0.05,0.0375,1,0.0625,2.697737217
124048783,1,,,,3,0,0,0.55,0.15,0.3,0.45,0.88,0.8,0.82,0.96,0.92,0.88,1,0.064,0.05,0.09375,1,0.208333333,2.693148613
124048697,0,,,,3,0,0,0.85,0.45,0.25,0.4,0.6,0.68,0.52,0.54,0.82,0.66,0,0.125,0.15,0.09375,1,0.0625,2.692726135
124049715,1,,,,3,0,0,0,0.3,0.04,0.2,0.76,0.82,0.7,0.86,0.74,0.7,0,0.083333333,0,0.0625,1,0.125,2.691485167
124048715,1,,,,3,0,0,0.8,0.9,0.25,0.7,0.48,0.54,0.58,0.72,0.56,0.62,0,0.058333333,0,0.04375,1,0.25,2.691323996
124050083,1,,,,3,0,0,0.05,0.03,0.01,0.05,0.6,0.6,0.6,0.6,0.6,0.6,0,0.083333333,0,0,1,0.125,2.683094263
124049469,3,,,,3,0,0,0.99,0.6,0.2,0.95,0.52,0.58,0.62,0.56,0.64,0.64,0,0.083333333,0,0.0625,1,0.0625,2.682326078
124050218,3,,,,3,0,0,0.9,0.55,0.15,0.25,0.5,0.56,0.54,0.62,0.54,0.58,1,0.083333333,0,0.0625,1,0.072916667,2.68171072
124050374,0,,,,3,0,0,0.9,0.15,0.1,0.65,0.4,0.72,0.66,0.38,0.88,0.52,0,0.166666667,0,0.125,1,0.052083333,2.673655272
124050499,3,,,,3,0,0,0.8,0.15,0.2,0.3,0.8,0.44,0.62,0.56,0.8,0.72,1,0.166666667,0,0.125,1,0.041666667,2.673021317
124050281,0,,,,3,0,0,0.1,0.01,0.04,0.05,0.64,0.44,0.56,0.52,0.7,0.56,0,0.083333333,0.01875,0.071875,1,0.052083333,2.669830322
124049632,1,,,,3,0,0,0.6,0.35,0.3,0.25,0.38,0.52,0.5,0.92,0.54,0.58,0,0.043333333,0,0.0325,1,0.1875,2.66584444
124049907,4,,,,3,0,0,0.85,0.8,0.01,0.95,0.64,0.72,0.66,0.6,0.88,0.66,0,0,0.15,0.09375,1,0.03125,2.664212942
124049837,0,,,,3,0,0,0.8,0.15,0.05,0.05,0.6,0.72,0.78,0.62,0.84,0.58,1,0.1,0,0.08125,1,0.25,2.66400218
124049028,7,,,,3,0,0,0.75,0.03,0.3,0.2,0.58,0.6,0.58,0.54,0.78,0.52,0,0,0,0,1,0.03125,2.662680149
124049385,4,,,,3,0,0,0.25,0.55,0.2,0.2,0.74,0.74,0.74,0.68,0.76,0.74,1,0,0,0,1,0.25,2.6620996
124049561,4,,,,3,0,0,0.85,0.35,0.05,0.55,0.6,0.78,0.58,0.6,0.58,0.5,0,0.091666667,0,0.075,1,0.0625,2.652144909
124049126,4,,,,3,0,0,0,0.2,0.25,0.65,0.68,0.4,0.58,0.4,0.78,0.38,0,0.033333333,0.05,0.00005625,1,0.083333333,2.641882658
124048938,4,,,,3,0,0,0.6,0.4,0.01,0.4,0.8,0.72,0.74,0.8,0.72,0.7,0,0.083333333,0,0.0625,1,0.0625,2.64031601
124050319,7,,,,3,0,0,0.9,0.55,0.01,0.6,0.62,0.62,0.64,0.68,0.7,0.64,0,0,0,0,1,0.052083333,2.635078907
124050186,1,,,,3,0,0,0.1,0.02,0.3,0.3,0.62,0.68,0.62,0.74,0.82,0.68,1,0,0,0,1,0.125,2.627155542
124049089,3,,,,3,0,0,0.9,0.3,0.15,0.55,0.42,0.66,0.48,0.78,0.74,0.54,0,0,0,0,1,0.09375,2.62100935
124050318,1,,,,3,0,0,0,0.3,0.15,0.35,0.72,0.7,0.68,0.66,0.76,0.7,1,0.083333333,0.075,0.1,1,0.0625,2.616889
124050208,1,,,,3,0,0,0.2,0.25,0.01,0.2,0.56,0.68,0.54,0.58,0.72,0.6,0,0.1,0,0.075,1,0.083333333,2.609615326
124050118,0,,,,3,0,0,0.35,0.02,0.2,0.15,0.74,0.6,0.62,0.54,0.84,0.68,0,0.05,0,0.0375,1,0.1875,2.607521772
124049487,1,,,,3,0,0,0.7,0.15,0.2,0.25,0.54,0.62,0.44,0.64,0.68,0.54,0,0.133333333,0.2,0.1,1,0.083333333,2.606436014
124049136,4,,,,3,0,0,0.4,0.15,0.2,0.1,0.96,0.94,1,1,1,0.94,1,0.15,0,0.1125,1,0.041666667,2.603591919
124048699,3,,,,3,0,0,0.75,0.4,0.3,0.9,0.54,0.82,0.56,0.56,0.72,0.58,0,0.166666667,0.175,0.2125,1,0.041666667,2.596709251
124049606,3,,,,3,0,0,0.4,0.2,0.05,0.65,0.6,0.66,0.48,0.46,0.7,0.5,1,0.033333333,0.075,0.0625,1,0.125,2.591307163
124050513,0,,,,3,0,0,0.55,0.15,0.05,0.55,0.68,0.62,0.7,0.52,0.74,0.7,1,0.075,0,0.05625,1,0.125,2.588600397
124049556,0,,,,3,0,0,0.6,0.03,0.1,0.55,0.56,0.58,0.72,0.62,0.9,0.8,0,0.125,0.075,0.09375,1,0.25,2.580340862
124049506,0,,,,3,0,0,0.9,0.45,0.99,0.15,0.6,0.64,0.6,0.66,0.74,0.66,1,0.108333333,0.09375,0.21875,1,0.03125,2.571835995
124049455,1,,,,3,0,0,0,0.25,0.5,0.35,0.62,0.86,0.8,0.66,0.86,0.58,0,0.125,0.275,0.23125,1,0.3125,2.571486712
124049237,3,,,,3,0,0,0.7,0.01,0.15,0.15,0.4,0.52,0.78,0.46,0.78,0.78,0,0.029166667,0,0.0875,1,0.125,2.568867922
124049838,0,,,,3,0,0,0.25,0.1,0.1,0.05,0.48,0.54,0.98,0.6,1,0.86,0,0.05,0.0375,0.03125,1,0.0625,2.558828115
124050517,1,,,,3,0,0,0.9,0.75,0.25,0.3,0.72,0.72,0.64,0.82,0.72,0.66,1,0,0.04,0.0175,1,0.291666667,2.558241367
124049683,1,,,,3,0,0,0.75,0.45,0.25,0.05,0.46,0.54,0.5,0.42,0.68,0.54,0,0.208333333,0.125,0.21875,1,0.166666667,2.546913147
124049434,5,,,,3,0,0,0.7,0.2,0.05,0.85,0.66,0.68,0.8,0.66,0.82,0.7,0,0,0,0,1,0.083333333,2.539188147
124050546,1,,,,3,0,0,0.35,0.45,0.2,0.75,0.9,0.8,0.78,0.98,0.94,0.74,1,0.208333333,0.125,0.21875,1,0.125,2.537671804
124050132,0,,,,3,0,0,0.55,0.25,0.01,0.4,0.72,0.66,0.74,0.56,0.9,0.72,0,0.133333333,0.25,0.1875,1,0.0625,2.531182289
124049704,1,,,,3,0,0,0.6,0.01,0.3,0.3,0.64,0.64,0.74,0.82,0.84,0.76,1,0.066666667,0.0375,0.075,1,0.25,2.528502703
124048614,2,,,,3,0,0,0.85,0.3,0.15,0.25,0.5,0.46,0.6,0.5,0.74,0.54,0,0.166666667,0.075,0.1625,1,0.041666667,2.528338671
124049356,5,,,,3,0,0,0.35,0.03,0.1,0.04,0.74,0.5,0.78,0.54,0.94,0.64,0,0,0,0,1,0.041666667,2.525174141
124049814,4,,,,3,0,0,0.55,0.15,0.05,0.05,0.62,0.7,0.62,0.5,0.68,0.6,0,0.066666667,0,0.05,1,0.125,2.524430752
124050179,0,,,,3,0,0,0,0.15,0.2,0.5,0.48,0.58,0.6,0.6,0.78,0.56,1,0.075,0.125,0.1,1,0.041666667,2.517758608
124050376,3,,,,3,0,0,0.8,0.01,0.05,0.35,0.82,0.76,0.54,0.82,0.96,0.64,0,0.083333333,0.125,0.125,1,0.125,2.506925821
124049034,0,,,,3,0,0,0,0.4,0.3,0.3,0.42,0.54,0.54,0.54,0.72,0.64,0,0.020833333,0.03125,0.03125,1,0.072916667,2.505778074
124045022,0,,,,3,0,0,0.4,0.1,0.1,0.6,0.44,0.54,0.74,0.44,0.84,0.74,0,0.208333333,0,0.15625,1,0.041666667,2.495455265
124050558,3,,,,3,0,0,0,0.35,0.1,0.2,0.72,0.84,0.72,0.58,0.86,0.78,1,0.066666667,0.0625,0.08125,1,0.125,2.495050669
124049088,1,,,,3,0,0,0,0.1,0.01,0.05,0.6,0.46,0.68,0.66,0.88,0.64,1,0.1,0,0,1,0.0625,2.489616632
124050225,5,,,,3,0,0,0.15,0.03,0.2,0.15,0.72,0.64,0.68,0.66,0.84,0.68,1,0.013333333,0,0,1,0.020833333,2.487595558
124050112,3,,,,3,0,0,0.25,0.01,0.04,0.15,0.62,0.28,0.62,0.7,0.84,0.66,0,0.1,0.1125,0.125,1,0.0625,2.479229927
124050039,0,,,,3,0,0,0.25,0.01,0.05,0.1,0.52,0.68,0.9,0.56,0.84,0.9,0,0.025,0.0375,0.05,1,0.072916667,2.475001574
124050109,1,,,,3,0,0,0,0.25,0.25,0.05,0.56,0.72,0.66,0.6,0.72,0.62,0,0.125,0.1875,0.1875,1,0.0625,2.474305868
124049718,1,,,,3,0,0,0.85,0.1,0.02,0.05,0.6,0.68,0.68,0.6,0.76,0.7,1,0.116666667,0.1125,0.125,1,0.0625,2.463540554
124049992,3,,,,3,0,0,0.9,0.4,0.3,0.7,0.58,0.86,0.58,0.56,0.92,0.58,0,0.083333333,0,0.0625,1,0.0625,2.461476564
124050265,1,,,,3,0,0,0.4,0.75,0.3,0.95,0.56,0.54,0.56,0.7,0.66,0.52,1,0.066666667,0.0875,0.075,1,0.3125,2.458866596
124049310,5,,,,3,0,0,0.4,0.25,0.05,0.55,0.66,0.6,0.72,0.62,0.76,0.72,0,0.083333333,0,0.0625,1,0.03125,2.458560705
124050210,0,,,,3,0,0,0.35,0.2,0.01,0.2,0.7,0.72,0.66,0.6,0.84,0.64,0,0.025,0.15,0.075,1,0.1875,2.456469536
124049856,1,,,,3,0,0,0.1,0.02,0.02,0.03,0.8,0.82,0.8,0.84,0.82,0.8,1,0.0375,0,0.034375,1,0.21875,2.45319581
124049987,5,,,,3,0,0,0.75,0.4,0.01,0.1,0.72,0.58,0.9,0.62,0.84,0.86,0,0.083333333,0.0625,0.09375,1,0.041666667,2.452949762
124049773,2,,,,3,0,0,0.05,0.3,0.4,0.2,0.54,0.52,0.44,0.48,0.6,0.58,0,0.125,0,0.09375,1,0.25,2.451552153
124049006,5,,,,3,0,0,0,0.9,0.4,0.7,0.82,0.92,0.92,0.84,0.96,0.96,0,0.166666667,0,0.15625,1,0.052083333,2.448180199
124049002,1,,,,3,0,0,0.8,0.55,0.5,0.75,0.74,0.76,0.7,0.92,0.84,0.66,0,0.166666667,0.1625,0.20625,1,0.375,2.448044062
124049052,3,,,,3,0,0,0.85,0.35,0.1,0.45,0.54,0.7,0.44,0.52,0.9,0.58,0,0,0.1125,0,1,0.114583333,2.444536924
124049219,5,,,,3,0,0,0.99,0.55,0.1,0.3,1,0.64,0.66,0.48,0.86,0.64,0,0.033333333,0,0.025,1,0.020833333,2.440878391
124048677,3,,,,3,0,0,0.2,0.02,0.1,0.2,0.8,0.54,0.82,0.84,0.74,0.64,1,0.166666667,0,0.1875,1,0.0625,2.439135075
124049763,4,,,,3,0,0,0.6,0.04,0.3,0.4,0.56,0.56,0.52,0.58,0.62,0.6,1,0.065,0,0.125,1,0.0625,2.432450294
124049033,4,,,,3,0,0,0.15,0.35,0.2,0.75,0.36,0.34,0.2,0.34,0.5,0.28,0,0,0.1,0,1,0.125,2.430823088
124050359,1,,,,3,0,0,0.85,0.15,0.01,0.1,0.66,0.64,0.72,0.82,0.82,0.76,0,0.125,0.125,0.15625,1,0.083333333,2.427929163
124048738,1,,,,3,0,0,0.85,0.75,0.2,0.3,0.9,0.88,0.6,0.84,0.88,0.72,0,0,0.3125,0.21875,1,0.125,2.427671194
124050155,3,,,,3,0,0,0.85,0.15,0.15,0.6,0.56,0.6,0.64,0.64,0.74,0.6,1,0.05,0.0375,0.05625,1,0.083333333,2.426820993
124050559,3,,,,3,0,0,0.25,0.2,0.15,0.25,0.74,0.58,0.64,0.84,0.9,0.86,1,0.075,0,0.0625,1,0.083333333,2.424216509
124049846,4,,,,3,0,0,0.55,0.6,0.01,0.98,0.58,0.56,0.72,0.66,0.8,0.62,0,0.083333333,0.1375,0.125,1,0.166666667,2.414821386
124049634,1,,,,3,0,0,0,0.1,0.1,0.35,0.76,0.82,0.84,0.86,0.98,0.76,0,0.125,0.0875,0.125,1,0.104166667,2.412104368
124050076,1,,,,3,0,0,0.4,0.25,0.02,0.4,0.62,0.56,0.66,0.7,0.78,0.78,0,0,0.1625,0.08125,1,0.125,2.408738136
124050328,7,,,,3,0,0,0.85,0.4,0.25,0.4,0.54,0.7,0.42,0.64,0.58,0.52,0,0,0.0625,0,1,0.03125,2.407649994
124049141,0,,,,3,0,0,0.85,0.55,0.15,0.55,0.4,0.48,0.76,0.32,0.92,0.74,0,0.066666667,0.075,0.0375,1,0.125,2.400694132
124050535,5,,,,3,0,0,0.35,0.1,0.1,0.75,0.56,0.64,0.58,0.66,0.72,0.62,0,0,0.06875,0.034375,1,0.0625,2.398753643
124049943,0,,,,3,0,0,0.7,0.4,0.02,0.4,0.58,0.56,0.92,0.5,0.96,0.76,1,0,0.15,0.09375,1,0.083333333,2.395469904
124050046,1,,,,3,0,0,0.9,0.35,0.1,0.7,0.6,0.62,0.64,0.82,0.76,0.66,0,0.166666667,0,0.15625,1,0.104166667,2.390469551
124049867,4,,,,3,0,0,0,0.35,0.55,0.75,0.72,0.64,0.6,0.72,0.78,0.74,0,0.583333333,0.08,0.084375,1,0.166666667,2.387258053
124049168,1,,,,3,0,0,0.85,0.55,0.35,0.75,0.74,0.82,0.5,0.98,0.66,0.68,1,0.233333333,0,0.175,1,0.083333333,2.380582809
124048825,2,,,,3,0,0,0.85,0.1,0.1,0.05,0.6,0.52,0.72,0.66,0.76,0.68,0,0.108333333,0.15,0.078125,1,0.072916667,2.376842737
124050394,7,,,,3,0,0,0.99,0.1,0.97,0.55,0.42,0.48,0.24,0.42,0.62,0.26,0,0.05,0.075,0,1,0.041666667,2.37660408
124048774,1,,,,3,0,0,0.7,0.35,0.3,0.35,0.9,0.9,0.9,0.92,0.9,0.92,1,0.166666667,0.1875,0.1875,1,0.0625,2.37629199
124050600,2,,,,3,0,0,0.7,0.6,0.5,0.98,0.44,0.64,0.74,0.8,0.8,0.74,1,0,0.15,0.1875,1,0.0625,2.375556707
124049850,1,,,,3,0,0,0.8,0.25,0.1,0.35,0.7,0.76,0.58,0.92,0.9,0.76,1,0,0.1875,0.14375,1,0.125,2.375348806
124049706,0,,,,3,0,0,0.9,0.02,0.5,0.05,0.6,0.62,0.76,0.5,0.82,0.7,1,0.125,0,0.15625,1,0.083333333,2.35995841
124048843,7,,,,3,0,0,0.9,0.8,0.15,0.45,0.54,0.58,0.32,0.34,0.6,0.3,0,0.083333333,0,0.09375,1,0.041666667,2.354224443
124049695,0,,,,3,0,0,0.2,0.35,0.2,0.5,0.66,0.78,0.8,0.56,0.74,0.74,1,0,0.0125,0.01875,1,0.5,2.353280783
124050547,1,,,,3,0,0,0.9,0.7,0.4,0.8,0.64,0.6,0.72,0.56,0.92,0.62,1,0.083333333,0.125,0.125,1,0.104166667,2.35245657
124050171,4,,,,3,0,0,0.35,0.03,0.04,0.35,0.58,0.74,0.54,0.76,0.68,0.52,0,0.125,0.125,0.15625,1,0.03125,2.341217995
124050539,0,,,,3,0,0,0.35,0.04,0.04,0.35,0.64,0.74,0.68,0.74,0.96,0.76,1,0.056666667,0,0,1,0.166666667,2.339344025
124050256,5,,,,3,0,0,0.25,0.4,0.01,0.6,0.64,0.56,0.6,0.54,0.78,0.62,0,0.1,0,0.075,1,0.052083333,2.338432074
124049742,1,,,,3,0,0,0.9,0.2,0.1,0.2,0.7,0.78,0.74,0.76,0.88,0.74,0,0.041666667,0,0.03125,1,0.1875,2.337162018
124050545,1,,,,3,0,0,0.03,0.99,0.98,0.4,0.52,0.64,0.5,0.58,0.72,0.56,1,0.166666667,0.1,0.15625,1,0.083333333,2.3354702
124048835,1,,,,3,0,0,0,0.04,0.04,0.05,0.62,0.88,0.98,0.86,0.86,0.92,1,0.125,0.125,0.125,1,0.0625,2.334984303
124049333,4,,,,3,0,0,0.35,0.8,0.15,0.96,0.58,0.78,0.72,0.84,0.88,0.76,0,0,0.125,0.0625,1,0.0625,2.330036402
124048735,1,,,,3,0,0,0.1,0.01,0.01,0.05,0.52,0.44,0.46,0.48,0.46,0.52,0,0,0,0,1,0.041666667,2.325180054
124050299,3,,,,3,0,0,0.9,0.7,0.15,0.7,0.42,0.5,0.38,0.38,0.4,0.42,0,0.083333333,0.1,0.125,1,0.0625,2.324150801
124049661,1,,,,3,0,0,0.85,0.02,0.15,0.4,0.6,0.46,0.56,0.64,0.62,0.56,0,0.058333333,0.075,0.08125,1,0.333333333,2.319452286
124050524,5,,,,3,0,0,0.35,0.03,0.25,0.05,0.62,0.6,0.68,0.58,0.68,0.66,0,0.116666667,0.05,0.03125,1,0.041666667,2.318031788
124049293,1,,,,3,0,0,0.9,0.4,0.15,0.75,0.58,0.66,0.58,0.78,0.72,0.68,0,0.083333333,0.1,0.1125,1,0.104166667,2.315921068
124049505,0,,,,3,0,0,0.85,0.01,0.2,0.1,0.78,0.82,0.82,0.76,0.78,0.78,1,0.333333333,0,0.25,1,0.083333333,2.310201645
124050182,3,,,,3,0,0,0.8,0.85,0.05,0.75,0.5,0.7,0.7,0.66,0.78,0.6,0,0.25,0,0.1875,1,0.041666667,2.309142351
124050180,4,,,,3,0,0,0.55,0.2,0.55,0.8,0.46,0.84,0.58,0.62,0.82,0.62,0,0,0.1,0.05,1,0.125,2.302895784
124048659,4,,,,3,0,0,0.85,0.6,0.25,0.75,0.64,0.72,0.56,0.6,0.76,0.56,0,0.125,0.03125,0.109375,1,0.041666667,2.298139334
124049422,4,,,,3,0,0,0.4,0.55,0.01,0.55,0.72,0.72,0.78,0.86,0.9,0.82,1,0.25,0,0.1875,1,0.03125,2.292744398
124050311,4,,,,3,0,0,0,0.6,0.02,0.85,0.48,0.54,0.3,0.74,0.58,0.48,0,0.166666667,0.1,0.1625,1,0.09375,2.292399406
124048913,3,,,,3,0,0,0.85,0.2,0.02,0.05,0.66,0.94,0.8,0.86,0.94,0.92,1,0.1,0.1375,0.1375,1,0.0625,2.291725874
124050121,3,,,,3,0,0,0.75,0.1,0.2,0.2,0.88,0.8,0.96,0.9,0.92,1,1,0.116666667,0.175,0.3125,1,0.03125,2.28824234
124050608,1,,,,3,0,0,0.85,0.15,0.2,0.6,0.54,0.54,0.64,0.68,0.8,0.58,1,0,0.225,0.1125,1,0.1875,2.287536621
124049095,4,,,,3,0,0,0.75,0.35,0.15,0.25,0.6,0.58,0.58,0.62,0.7,0.64,0,0.05,0,0.0375,1,0.1875,2.284776688
124048807,4,,,,3,0,0,0.75,0.25,0.1,0.5,0.74,0.78,0.78,0.9,0.88,0.84,1,0.104166667,0.0875,0.125,1,0.020833333,2.27431488
124048875,0,,,,3,0,0,0.35,0.55,0.99,0.55,0.6,0.6,0.62,0.72,0.74,0.7,1,0.25,0.125,0.25,1,0.052083333,2.274127722
124049601,0,,,,3,0,0,0.1,0.2,0.04,0.45,0.74,0.7,0.9,0.82,0.88,0.9,0,0.1,0.15,0.15,1,0.083333333,2.272303343
124049005,4,,,,3,0,0,0,0.1,0.05,0.04,0.56,0.62,0.66,0.64,0.7,0.62,0,0,0,0,1,0.083333333,2.27187252
124048931,4,,,,3,0,0,0,0.8,0.3,0.55,0.88,0.72,0.52,0.84,0.62,0.72,0,0.133333333,0.1875,0.19375,1,0.083333333,2.27102375
124050129,1,,,,3,0,0,0.25,0.1,0.05,0.35,0.64,0.52,0.64,0.8,0.78,0.7,0,0.05,0,0.0375,1,0.1875,2.270770788
124050040,1,,,,3,0,0,0.9,0.35,0.1,0.3,0.5,0.72,0.66,0.56,0.86,0.68,0,0.0875,0,0.065625,1,0.083333333,2.269915819
124049337,0,,,,3,0,0,0.2,0.35,0.05,0.85,0.44,0.58,0.44,0.4,0.64,0.48,0,0.066666667,0.075,0.0875,1,0.1875,2.266641617
124049319,3,,,,3,0,0,0.75,0.4,0.1,0.3,0.64,0.52,0.62,0.52,0.94,0.44,1,0.125,0,0.10625,1,0.25,2.266497374
124050455,3,,,,3,0,0,0.1,0.01,0.01,0.35,0.64,0.6,0.74,0.9,0.78,0.84,0,0.2,0,0.15,1,0.25,2.265853882
124049870,1,,,,3,0,0,0.35,0.25,0.2,0.05,0.58,0.52,0.56,0.56,0.6,0.62,1,0.1,0,0.075,1,0.125,2.258218527
124050523,1,,,,3,0,0,0,0.01,0.05,0.1,0.54,0.5,0.58,0.7,0.64,0.56,1,0,0.0875,0.075,1,0.0625,2.256403685
124049383,5,,,,3,0,0,0,0.55,0.3,0.4,0.56,0.58,0.7,0.54,0.66,0.76,0,0.1,0,0.075,1,0.041666667,2.255964756
124049719,0,,,,3,0,0,0.35,0.15,0.2,0.05,0.64,0.5,0.68,0.72,0.82,0.84,0,0,0.1125,0.0625,1,0.25,2.248482466
124049408,5,,,,3,0,0,0.6,0.2,0.1,0.6,0.62,0.76,0.72,0.74,0.84,0.8,0,0,0.1,0.05,1,0.03125,2.244398832
124048798,4,,,,3,0,0,0.7,0.1,0.1,0.2,0.6,0.66,0.64,0.74,0.74,0.66,1,0.125,0,0.125,1,0.0625,2.244216919
124048906,3,,,,3,0,0,0.9,0.3,0.1,0.65,0.74,0.9,0.66,0.76,0.82,0.74,0,0.083333333,0,0.0625,1,0.125,2.242538452
124049671,3,,,,3,0,0,0.15,0.04,0.3,0.35,0.48,0.56,0.48,0.56,0.76,0.48,0,0.05,0.1,0.0875,1,0.083333333,2.240074873
124050235,1,,,,3,0,0,0.9,0.45,0.35,0.55,0.56,0.82,0.68,0.8,0.68,0.68,0,0.083333333,0.125,0.125,1,0.052083333,2.234019995
124049423,4,,,,3,0,0,0.9,0.1,0.02,0.6,0.7,0.64,0.64,0.74,0.72,0.64,1,0,0,0.125,1,0.0625,2.228462696
124042869,0,,,,3,0,0,0.75,0.15,0.15,0.55,0.42,0.42,0.4,0.4,0.6,0.42,0,0,0.2475,0.12375,1,0.0625,2.22450614
124049264,7,,,,3,0,0,0.55,0.75,0.1,0.85,0.56,0.52,0.54,0.56,0.68,0.62,1,0.058333333,0,0.075,1,0.020833333,2.219064236
124050042,3,,,,3,0,0,0.15,0.15,0.15,0.4,0.62,0.56,0.74,0.72,0.74,0.78,0,0.166666667,0.25,0.25,1,0.03125,2.213981628
124049507,4,,,,3,0,0,0.35,0.15,0.98,0.1,0.68,0.76,0.74,0.7,0.86,0.68,1,0.125,0.1,0.23125,1,0.020833333,2.20959425
124049339,5,,,,3,0,0,0.35,0.55,0.05,0.7,0.32,0.38,0.64,0.3,0.8,0.46,0,0.0625,0.075,0.0375,1,0.0625,2.204876661
124050397,4,,,,3,0,0,0.7,0.25,0.1,0.55,0.6,0.48,0.54,0.58,0.64,0.6,0,0.066666667,0.0875,0.125,1,0.083333333,2.203831673
124050028,1,,,,3,0,0,0,0.01,0.15,0.15,0.5,0.42,0.5,0.58,0.6,0.5,0,0,0,0.15625,1,0.0625,2.199133873
124049056,5,,,,3,0,0,0,0.03,0.01,0.05,0.72,1,0.86,0.68,0.86,0.98,0,0.020833333,0.0325,0.03125,1,0.03125,2.192033291
124049418,3,,,,3,0,0,0.75,0.55,0.99,0.4,0.48,0.52,0.56,0.64,0.6,0.58,0,0.025,0,0.01875,1,0.09375,2.179789066
124050303,5,,,,3,0,0,0.05,0.03,0.01,0.05,0.72,0.68,0.74,0.7,0.98,0.84,0,0,0.0375,0.03125,1,0.03125,2.179661036
124048840,4,,,,3,0,0,0,0.6,0.7,0.85,0.56,0.72,0.84,0.82,0.76,0.94,0,0.1,0.4,0.275,1,0.072916667,2.178546906
124049815,1,,,,3,0,0,0.4,0.01,0.04,0.05,0.52,0.52,0.58,0.68,0.6,0.58,1,0.083333333,0,0.09375,1,0.25,2.178214073
124048805,0,,,,3,0,0,0.1,0.85,0.05,0.35,0.5,0.56,0.76,0.52,0.78,0.68,0,0.166666667,0.1375,0.19375,1,0.0625,2.173865795
124049466,0,,,,3,0,0,0.9,0.45,0.2,0.95,0.54,0.6,0.6,0.58,0.84,0.58,1,0.083333333,0.15,0.0875,1,0.25,2.171330214
124050447,0,,,,3,0,0,0.1,0.4,0.1,0.35,0.54,0.58,0.54,0.46,0.68,0.5,0,0.1,0.125,0.1875,1,0.052083333,2.165553093
124049402,0,,,,3,0,0,0.8,0.1,0.25,0.35,0.5,0.52,0.5,0.42,0.68,0.62,0,0.083333333,0.1,0.1125,1,0.083333333,2.153828382
124048934,4,,,,3,0,0,0.6,0.15,0.1,0.65,0.48,0.48,0.48,0.72,0.78,0.62,1,0.125,0,0.1125,1,0.052083333,2.152471542
124049361,1,,,,3,0,0,0.9,0.15,0.04,0.35,0.58,0.62,0.7,0.72,0.72,0.62,0,0.05,0.0125,0.04375,1,0.125,2.151396275
124049711,4,,,,3,0,0,0.8,0.6,0.35,0.9,0.7,0.7,0.72,0.66,0.94,0.64,0,0.066666667,0.0125,0.05625,1,0.0625,2.15032649
124049726,1,,,,3,0,0,0.9,0.15,0.04,0.25,0.76,0.82,0.78,0.88,0.88,0.82,0,0.125,0.15,0.125,1,0.1875,2.149823427
