Matricula,PROGRAMA EDUCATIVO,BAJA 1ER CUATRI,BAJA 2DO CUATRI,BAJA 3ER CUATRI,Estado civil,Hijos,Problema o padecimiento,Razonamiento matem‡tico,Razonamiento abstracto,R. Verbal,R. Espacial,Inform‡tica,C‡lculo,Comunicaci—n,Mec‡nico,Servicio,Finanzas,Trabaja,Ingreso mensual de padre,Ingreso mensual de madre,Ingresos mensuales familiares,UPQ Primera opci—n,Minutos de trayecto a la universidad,Probabilidad Baja (%)
124049979,5,,,,3,0,0,0.4,0.01,0.1,0.1,0.3,0.34,0.22,0.28,0.42,0.32,0,0.05,0.075,0.075,1,0,1.638127446
124048713,5,,,,3,0,0,0.4,0.25,0.04,0.04,0.48,0.52,0.82,0.46,0.92,0.88,1,0.066666667,0,0.1,1,0.03125,1.637096167
124049962,5,,,,3,0,0,0.15,0.25,0.15,0.75,0.5,0.5,0.56,0.54,0.8,0.64,0,0.041666667,0,0.03125,1,0.1875,1.633428931
124048794,0,,,,3,0,0,0,0.04,0.25,0.3,0.38,0.74,0.56,0.7,0.7,0.72,0,0.1,0.15,0.15,1,0.125,1.632313609
124050070,5,,,,3,0,0,0.7,0.15,0.02,0.3,0.58,0.6,0.7,0.54,0.9,0.64,0,0,0.08125,0.040625,1,0.125,1.631879807
124049738,1,,,,3,0,0,0.8,0.4,0.65,0.99,0.66,0.78,0.68,0.82,0.78,0.7,0,0.25,0.375,0.3125,1,0.083333333,1.625784874
124049091,5,,,,3,0,0,0.8,0.85,0.15,0.96,0.66,0.84,0.8,0.78,0.82,0.86,0,0.066666667,0,0.05,1,0.052083333,1.62570405
124050122,6,,,,3,0,0,0.75,0.02,0.1,0.05,0.6,0.6,0.6,0.6,0.62,0.62,0,0.083333333,0,0.0625,1,0.083333333,1.624430299
124048767,3,,,,3,0,0,0.9,0.6,0.3,0.7,0.66,0.98,0.94,0.82,0.94,0.86,0,0.15,0.225,0.225,1,0.0625,1.623056293
124049276,1,,,,3,0,0,0.9,0.9,0.35,0.98,0.52,0.64,0.52,0.86,0.86,0.68,0,0.25,0,0.1875,1,0.125,1.621735096
124049666,4,,,,3,0,0,0.1,0.15,0.01,0.05,0.54,0.44,0.74,0.66,0.82,0.76,1,0,0.000125,0.0000625,1,0.166666667,1.621514559
124048853,5,,,,3,0,0,0.6,0.1,0.99,0.96,0.82,0.9,0.84,0.72,0.98,0.78,1,0.033333333,0.0625,0.05625,1,0.3125,1.612071276
124049256,5,,,,3,0,0,0.25,0.15,0.05,0.3,0.58,0.8,0.84,0.58,0.96,0.88,1,0,0.1,0.05,1,0.010416667,1.605145454
124050074,5,,,,3,0,0,0.85,0.75,0.85,0.85,0.44,0.76,0.8,0.64,0.8,0.68,1,0,0,0,1,0.052083333,1.598495603
124049852,1,,,,3,0,0,0.55,0.03,0.01,0.1,0.38,0.36,0.4,0.38,0.54,0.34,1,0.020833333,0,0.03125,1,0.0625,1.59784162
124049135,6,,,,3,0,0,0.01,0.4,0.1,0.65,0.92,0.52,0.8,0.76,0.9,0.64,0,0,0,0,1,0.0625,1.597521663
124049137,5,,,,3,0,0,0.1,0.35,0.3,0.75,0.52,0.66,0.58,0.58,0.68,0.62,0,0.033333333,0,0.025,1,0.125,1.595552802
124048895,4,,,,3,0,0,0.75,0.55,0.2,0.7,0.9,0.9,0.94,1,0.96,0.92,1,0,0.125,0.10625,1,0.125,1.595295191
124050135,6,,,,3,0,0,0.7,0.3,0.01,0.35,0.58,0.74,0.52,0.7,0.76,0.56,1,0.015,0.02125,0.04125,1,0.0625,1.590935469
124050185,4,,,,3,0,0,0.6,0.15,0.99,0.4,0.48,0.64,0.44,0.94,0.66,0.62,0,0.1,0,0.09375,1,0.25,1.583468676
124049432,5,,,,3,0,0,0.25,0.03,0.05,0.05,0.68,0.64,0.72,0.62,0.74,0.66,1,0.05,0.05625,0,1,0.25,1.579357266
124047187,0,,,,3,0,0,0.25,0.04,0.04,0.1,0.44,0.32,0.52,0.4,0.66,0.64,0,0.166666667,0,0.15,1,0.0625,1.575332165
124049794,1,,,,3,1,0,0.4,0.4,0.5,0.85,0.98,0.94,0.92,0.98,0.94,0.98,1,0.2,0,0.1875,1,0.03125,1.570701838
124049445,5,,,,3,0,0,0.99,0.8,0.1,0.85,0.54,0.44,0.7,0.5,0.74,0.74,0,0,0.1,0.05,1,0.052083333,1.569301128
124049737,7,,,,3,0,0,0.85,0.25,0.01,0.35,0.56,0.64,0.6,0.58,0.62,0.6,0,0,0,0,1,0.09375,1.564671278
124049226,5,,,,3,0,0,0,0.55,0.5,0.55,0.8,0.98,0.92,0.92,0.94,0.88,0,0.1,0.1875,0.15625,1,0.083333333,1.561937809
124049535,7,,,,3,0,0,0.4,0.15,0.96,0.05,0.66,0.78,0.72,0.64,0.82,0.78,1,0,0.05625,0.034375,1,0.03125,1.553022027
124049467,7,,,,3,0,0,0.85,0.4,0.05,0.35,0.58,0.88,0.76,0.6,0.86,0.64,0,0,0,0,1,0.052083333,1.551784039
124050314,0,,,,3,0,0,0.2,0.01,0.05,0.25,0.4,0.58,0.48,0.32,0.78,0.5,1,0.025,0.05625,0.046875,1,0.072916667,1.546570897
124050360,7,,,,3,0,0,0.4,0.6,0.25,0.65,0.34,0.5,0.44,0.56,0.62,0.5,0,0.066666667,0,0.05,1,0.083333333,1.540863752
124049741,4,,,,3,0,0,0.8,0.15,0.9,0.45,0.78,0.78,0.72,0.8,0.84,0.68,0,0.1,0.1,0.09375,1,0.25,1.540692091
124049348,4,,,,3,0,0,0.35,0.25,0.15,0.7,0.38,0.68,0.5,0.62,0.68,0.34,1,0.166666667,0.1125,0.25625,1,0.125,1.538571239
124050258,5,,,,3,0,0,0.4,0.1,0.05,0.05,0.52,0.46,0.64,0.42,0.74,0.52,1,0.05,0.025,0.0375,1,0.0625,1.529429078
124050031,4,,,,3,0,0,0.9,0.55,0.8,0.8,0.76,0.94,0.76,0.98,0.92,0.78,0,0.066666667,0.15,0.125,1,0.0625,1.523752093
124049519,7,,,,3,0,0,0.98,0.9,0.7,0.96,0.8,0.78,0.56,0.64,0.68,0.66,1,0.116666667,0,0.0875,1,0.03125,1.518918514
124050204,5,,,,3,0,0,0.85,0.04,0.1,0.04,0.62,0.7,0.8,0.32,0.88,0.66,0,0.05,0,0.0375,1,0.083333333,1.510649562
124049023,4,,,,3,0,0,0.35,0.75,0.25,0.4,0.74,0.8,0.76,0.7,0.8,0.76,1,0,0.0625,0.05,1,0.25,1.508697748
124049500,1,,,,3,0,0,0,0.15,0.01,0.15,0.56,0.52,0.48,0.48,0.68,0.5,0,0.333333333,0,0.25,1,0.104166667,1.497240901
124050296,4,,,,3,0,0,0.85,0.55,0.4,0.9,0.58,0.82,0.32,0.8,0.44,0.6,0,0,0.125,0.0625,1,0.104166667,1.492558241
124049468,4,,,,3,0,0,0.7,0.6,0.35,0.96,0.44,0.6,0.5,0.6,0.58,0.58,1,0.125,0.125,0,1,0.072916667,1.481540918
124049888,4,,,,3,0,0,0,0.2,0.1,0.2,0.58,0.66,0.62,0.64,0.76,0.58,1,0.333333333,0,0.00025,1,0.0625,1.477481842
124050556,5,,,,3,0,0,0.35,0.4,0.05,0.3,0.6,0.32,0.76,0.46,1,0.6,0,0.083333333,0,0,1,0.083333333,1.476599216
124049995,5,,,,3,0,0,0,0.35,0.25,0.6,0.58,0.58,0.68,0.56,0.82,0.64,0,0.05,0,0.0375,1,0.1875,1.47393775
124049876,3,,,,3,1,0,0.2,0.03,0.1,0.1,0.52,0.52,0.48,0.6,0.66,0.6,0,0.083333333,0,0.0625,1,0.104166667,1.47277987
124049598,4,,,,3,0,0,0.35,0.15,0.15,0.05,0.44,0.5,0.42,0.64,0.5,0.44,1,0.041666667,0.0625,0.0625,1,0.125,1.472004414
124048837,7,,,,3,0,0,0.85,0.7,0.1,0.65,0.62,0.62,0.62,0.64,0.7,0.68,0,0.066666667,0.125,0.1125,1,0.041666667,1.470871091
124049131,7,,,,3,0,0,0.6,0.7,0.1,0.03,0.46,0.54,0.58,0.54,0.72,0.5,0,0.033333333,0.075,0.0625,1,0.3125,1.467937112
124049488,5,,,,3,0,0,0.8,0.9,0.7,0.95,0.46,0.82,0.6,0.44,0.88,0.5,0,0.0375,0.0625,0.05,1,0.0625,1.460212708
124048763,4,,,,3,0,0,0.85,0.55,0.1,0.5,0.76,0.78,0.74,0.72,1,0.82,0,0.03,0,0.0225,1,0.25,1.457883835
124049145,4,,,,3,0,0,0.85,0.3,0.1,0.65,0.6,0.6,0.7,0.78,0.88,0.7,0,0.0475,0.05875,0.065,1,0.4375,1.455050349
124049841,4,,,,3,0,0,0.9,0.8,0.2,0.1,0.84,0.9,0.66,0.74,0.86,0.8,0,0.066666667,0,0.0625,1,0.125,1.452321529
124050233,5,,,,3,0,0,0.2,0.04,0.1,0.1,0.64,0.66,0.66,0.5,0.8,0.68,0,0.066666667,0,0.0625,1,0.104166667,1.449085474
124050245,4,,,,3,0,0,0.6,0.3,0.3,0.45,0.4,0.76,0.42,0.64,0.94,0.7,1,0,0.1125,0.1125,1,0.052083333,1.447880626
124049305,4,,,,3,0,0,0.75,0.75,0.35,0.85,0.58,0.58,0.6,0.7,0.68,0.62,0,0.125,0,0.09375,1,0.083333333,1.444977283
124049031,3,,,,3,0,0,0.97,0.7,0.02,0.35,0.68,0.76,0.76,0.78,0.74,0.72,1,0.058333333,0,0.0625,1,0.104166667,1.441272378
124050505,1,,,,3,0,0,0.1,0.1,0.1,0.15,0.48,0.6,0.48,0.68,0.76,0.62,1,0.125,0.15,0.125,1,0.083333333,1.438292503
124049830,5,,,,3,0,0,0.4,0.02,0.1,0.05,0.74,0.6,0.8,0.74,0.9,0.74,0,0.025,0.075,0.0375,1,0.083333333,1.436883688
124049228,6,,,,3,0,0,0.7,0.2,0.1,0.2,0.48,0.56,0.48,0.54,0.7,0.42,0,0,0.1875,0.09375,1,0.0625,1.434504509
124050252,5,,,,3,0,0,0.7,0.25,0.05,0.1,0.72,0.78,0.86,0.88,1,0.84,1,0,0,0,1,0.083333333,1.434088588
124049382,4,,,,3,0,0,0.15,0.4,0.1,0.85,0.78,0.8,0.64,0.72,0.74,0.72,0,0.5,0,0.375,1,0.125,1.433935523
124049480,4,,,,3,0,0,0.98,0.4,0.15,0.55,0.68,0.74,0.62,0.7,0.78,0.68,0,0.1,0,0.075,1,0.0625,1.432686687
124050388,7,,,,3,0,0,0.75,0.04,0.05,0.25,0.6,0.64,0.68,0.74,0.64,0.62,0,0.020833333,0.0375,0.01875,1,0.0625,1.430471539
124050057,5,,,,3,0,0,0.6,0.2,0.01,0.5,0.66,0.5,0.74,0.58,1,0.62,0,0.166666667,0.1,0.09375,1,0.052083333,1.428247809
124049110,7,,,,3,0,0,0.55,0.15,0.1,0.35,0.48,0.48,0.64,0.62,0.86,0.54,0,0.043333333,0,0.01875,1,0.041666667,1.424559474
124048869,5,,,,3,0,0,0.2,0.04,0.04,0.25,0.44,0.6,0.52,0.5,0.58,0.52,1,0.016666667,0.025,0.025,1,0.0625,1.424222827
124050597,5,,,,3,0,1,0.2,0.25,0.4,0.05,0.6,0.34,0.78,0.54,0.8,0.62,1,0.058333333,0,0,1,0.03125,1.4218328
124048598,3,,,,3,0,0,0.9,0.85,0.1,0.5,0.38,0.6,0.36,0.56,0.54,0.62,1,0.041666667,0.1,0.075,1,0.375,1.416583896
124049899,5,,,,3,0,0,0.9,0.75,0.25,0.35,0.4,0.46,0.6,0.3,0.74,0.5,0,0.158333333,0,0.11875,1,0.0625,1.41632688
124050380,5,,,,3,0,0,0.1,0.3,0.1,0.6,0.52,0.68,0.66,0.44,0.96,0.68,1,0.1,0.04375,0.09375,1,0.052083333,1.415228724
124049296,3,,,,3,0,0,0.35,0.2,0.01,0.1,0.76,0.68,0.74,0.74,0.72,0.68,1,0.166666667,0.225,0.3625,1,0.5,1.415007949
124049579,5,,,,3,0,0,0.1,0.1,0.9,0.05,0.8,0.76,0.8,0.7,0.86,0.76,0,0.125,0.15,0.1875,1,0.104166667,1.413501382
124050594,5,,,,3,0,0,0.35,0.1,0.98,0.15,0.52,0.72,0.64,0.44,0.56,0.56,1,0.125,0,0.09375,1,0.1875,1.413186431
124049593,1,,,,3,0,0,0.1,0.03,0.01,0.1,0.46,0.56,0.52,0.62,0.74,0.46,0,0.358333333,0,0.26875,1,0.0625,1.409129739
124050379,5,,,,3,0,0,0.75,0.01,0.01,0.1,0.58,0.7,0.76,0.64,0.84,0.84,0,0.033333333,0.1125,0.08125,1,0.125,1.4090482
124049210,7,,,,3,0,0,0.6,0.25,0.2,0.65,0.46,0.38,0.34,0.38,0.58,0.34,0,0.166666667,0,0.125,1,0.0625,1.405465007
124050062,5,,,,3,0,0,0.35,0.01,0.1,0.3,0.6,0.54,0.66,0.34,0.86,0.58,1,0,0.075,0.05,1,0.0625,1.404463172
124049013,0,,,,3,0,0,0.4,0.1,0.01,0.45,0.4,0.56,0.58,0.48,0.6,0.62,1,0.333333333,0,0.25,1,0.25,1.403182626
124049230,7,,,,3,0,0,0.35,0.2,0.05,0.03,0.48,0.52,0.46,0.66,0.6,0.56,0,0.083333333,0,0.0625,1,0.041666667,1.401749253
124049086,5,,,,3,0,0,0.75,0.04,0.04,0.55,0.36,0.44,0.52,0.36,0.7,0.4,0,0.166666667,0,0.125,1,0.072916667,1.396739483
124048827,6,,,,3,0,0,0.25,0.03,0.2,0.4,0.6,0.48,0.52,0.58,0.64,0.5,0,0.041666667,0.05,0.05625,1,0.0625,1.395682096
124048887,4,,,,3,0,0,0.6,0.2,0.5,0.45,0.54,0.92,0.64,0.8,0.9,0.66,1,0.166666667,0,0.125,1,0.0625,1.394163728
124050224,5,,,,3,0,0,0.25,0.04,0.1,0.1,0.58,0.76,0.7,0.6,0.8,0.7,0,0.054166667,0.075,0.04375,1,0.083333333,1.392992735
124048814,1,,,,3,1,0,0,0.3,0.4,0.75,0.66,0.74,0.64,0.9,0.74,0.76,1,0.166666667,0.125,0.1875,1,0.09375,1.392430067
124050717,4,,,,3,0,0,0.1,0.1,0.2,0.45,0.54,0.6,0.7,0.6,0.7,0.58,1,0.083333333,0,0.125,1,0.5,1.391749501
124049083,5,,,,3,0,0,0.9,0.1,0.25,0.04,0.7,0.64,0.72,0.6,0.86,0.72,1,0.1,0,0.084375,1,0.0625,1.390429616
124049768,5,,,,3,0,0,0.9,0.8,0.15,0.65,0.58,0.58,0.9,0.3,0.92,0.58,1,0.075,0,0.059375,1,0.0625,1.390025616
124050014,4,,,,3,0,0,0.8,0.35,0.15,0.65,0.64,0.8,0.7,0.9,0.8,0.84,1,0.041666667,0,0.03125,1,0.1875,1.389367461
124050429,4,,,,3,0,0,0.4,0.35,0.25,0.55,0.62,0.88,0.7,0.72,0.78,0.7,1,0.066666667,0.1,0.1,1,0.0625,1.382177472
124049022,5,,,,3,0,0,0.55,0.25,0.2,0.75,0.42,0.52,0.62,0.4,0.7,0.54,0,0,0.25,0.125,1,0.083333333,1.380902648
124049179,4,,,,3,0,0,0.85,0.55,0.4,0.96,0.78,0.96,0.56,0.94,0.68,0.66,0,0.083333333,0,0.0625,1,0.083333333,1.374966383
124049029,5,,,,3,0,0,0,0.04,0.2,0.35,0.6,0.66,0.9,0.68,0.78,0.84,0,0.083333333,0,0.0625,1,0.052083333,1.37357688
124050116,5,,,,3,0,0,0.6,0.02,0.05,0.04,0.44,0.64,0.5,0.44,0.56,0.5,1,0.075,0.125,0.09375,1,0.072916667,1.370092988
124049608,4,,,,3,0,0,0.85,0.4,0.05,0.7,0.6,0.68,0.62,0.62,0.74,0.66,1,0.058333333,0.1125,0.1125,1,0.09375,1.368533134
124049734,5,,,,3,0,0,0.8,0.25,0.55,0.5,0.6,0.72,0.78,0.46,0.74,0.64,1,0.070833333,0.025,0.15625,1,0.041666667,1.365532637
124049744,5,,,,3,0,0,0,0.04,0.04,0.3,0.72,0.78,0.76,0.74,0.74,0.68,1,0.05,0,0,1,0.25,1.359515786
124049969,5,,,,3,0,0,0.35,0.04,0.15,0.1,0.7,0.52,0.78,0.6,1,0.66,0,0.083333333,0,0.05625,1,0.208333333,1.353284955
124050018,3,,,,3,0,0,0.99,0.75,0.1,0.35,0.64,0.66,0.56,0.68,0.64,0.76,0,0.229166667,0,0.1875,1,0.083333333,1.352933526
124049951,3,,,,3,0,0,0.7,0.75,0.98,0.5,0.48,0.78,0.5,0.6,0.92,0.66,0,0.25,0,0.1875,1,0.072916667,1.345624328
124050468,5,,,,3,0,0,0.2,0.15,0.01,0.1,0.6,0.62,0.76,0.7,0.76,0.76,1,0.029166667,0,0.0001,1,0.125,1.344236255
124048972,5,,,,3,0,0,0.03,0.15,0.04,0.3,0.42,0.76,0.74,0.42,0.74,0.66,0,0.0375,0.0875,0.071875,1,0.0625,1.343329668
124048935,7,,,,3,0,0,0.6,0.6,0.1,0.9,0.48,0.64,0.5,0.7,0.66,0.58,1,0,0.125,0.0625,1,0.0625,1.342026472
124049035,5,,,,3,0,0,0,0.3,0.04,0.75,0.64,0.8,0.84,0.46,0.86,0.76,1,0.166666667,0.0625,0.15625,1,0.041666667,1.340885043
124048803,4,,,,3,0,0,0.85,0.55,0.4,0.8,0.76,0.78,0.7,0.68,0.82,0.7,0,0.033333333,0,0.025,1,0.125,1.340628266
124049196,4,,,,3,0,0,0.99,0.6,0.85,0.75,0.78,0.92,0.7,0.9,0.82,0.76,0,0,0.25,0.125,1,0.045833333,1.336194873
124050276,3,,,,3,0,0,0.9,0.15,0.3,0.55,0.62,0.96,0.46,0.68,0.76,0.56,1,0.108333333,0.09375,0.09375,1,0.083333333,1.332867861
124050346,5,,,,3,0,0,0.55,0.1,0.15,0.1,0.34,0.52,0.44,0.38,0.64,0.52,1,0.043333333,0,0.03125,1,0.072916667,1.327915907
124048918,5,,,,3,0,0,0.55,0.15,0.2,0.35,0.42,0.52,0.66,0.54,0.76,0.68,0,0.066666667,0,0.05,1,0.4375,1.325029492
124049120,7,,,,3,0,0,0.75,0.6,0.15,0.55,0.54,0.54,0.52,0.58,0.76,0.44,0,0.116666667,0,0.0875,1,0.083333333,1.317145348
124049940,4,,,,3,0,0,0.85,0.7,0.7,0.95,0.68,0.56,0.36,0.68,0.76,0.54,0,0.083333333,0.125,0.125,1,0.09375,1.316405654
124048610,3,,,,3,0,0,0.8,0.8,0.35,0.85,0.58,0.82,0.56,0.44,0.72,0.92,0,0.333333333,0.125,0.25,1,0.083333333,1.316325068
124048788,5,,,,3,0,0,0.85,0.25,0.99,0.15,0.44,0.26,0.56,0.34,0.74,0.66,0,0.025,0,0.01875,1,0.09375,1.315620303
124049460,5,,,,3,0,0,0.85,0.6,0.5,0.8,0.34,0.9,0.48,0.44,0.56,0.56,0,0.04,0.125,0.0925,1,0.25,1.314580679
124050295,7,,,,3,0,0,0.7,0.3,0.04,0.25,0.52,0.4,0.5,0.44,0.62,0.58,0,0.016666667,0.0275,0.025,1,0.083333333,1.312719941
124048939,4,,,,3,0,0,0.75,0.3,0.2,0.8,0.62,0.64,0.54,0.8,0.64,0.66,0,0.416666667,0,0.3125,1,0.052083333,1.311421633
124049766,4,,,,3,0,0,0.9,0.2,0.15,0.35,0.78,0.76,0.58,0.58,0.86,0.64,0,0,0.15,0.075,1,0.104166667,1.308036685
124049483,5,,,,3,0,0,0.4,0.01,0.01,0.15,0.84,0.82,0.86,0.8,0.94,0.88,0,0.021666667,0,0.01875,1,0.083333333,1.307127118
124049923,6,,,,3,0,0,0.7,0.3,0.15,0.4,0.54,0.54,0.52,0.54,0.7,0.38,1,0.083333333,0,0.1125,1,0.083333333,1.305443883
124049148,1,,,,3,0,1,0.6,0.4,0.2,0.6,0.7,0.66,0.76,0.72,0.86,0.7,1,0.066666667,0.0625,0.08125,1,0.1875,1.30149579
124049764,6,,,,3,0,0,0.85,0.55,0.55,0.1,0.68,0.72,0.76,0.76,0.9,0.82,1,0.091666667,0.01875,0,1,0.083333333,1.300694227
124050387,5,,,,3,0,0,0.85,0.15,0.01,0.35,0.42,0.42,0.36,0.36,0.62,0.32,0,0.145833333,0,0.125,1,0.0625,1.300181985
124049093,0,,,,3,0,0,0.35,0.01,0.1,0.01,0.48,0.38,0.5,0.26,0.82,0.62,1,0.25,0,0.0625,1,0.072916667,1.299660802
124050385,7,,,,3,0,0,0.75,0.55,0.01,0.55,0.62,0.84,0.82,0.6,0.92,0.78,1,0.05,0,0.04375,1,0.041666667,1.297977328
124049560,5,,,,3,0,0,0.8,0.04,0.1,0.01,0.6,0.52,0.5,0.46,0.84,0.56,0,0.083333333,0.2,0,1,0.15625,1.287239075
124050041,5,,,,3,0,0,0.7,0.3,0.2,0.45,0.4,0.46,0.58,0.44,0.7,0.56,1,0.066666667,0.08,0.10875,1,0.0625,1.2859056
124049884,5,,,,3,0,0,0,0.04,0.1,0.3,0.7,0.6,0.82,0.64,0.78,0.78,1,0.075,0,0.05625,1,0.0625,1.285344124
124049635,1,,,,3,0,0,0,0.01,0.1,0.05,0.4,0.34,0.4,0.4,0.48,0.44,0,0.033333333,0.05,0.0625,1,0.125,1.281186938
124049526,4,,,,3,0,0,0.75,0.15,0.02,0.2,0.58,0.4,0.52,0.6,0.68,0.58,0,0,0.5,0.25,1,0.0625,1.279782534
124049637,0,,,,3,0,1,0.6,0.1,0.04,0.05,0.66,0.76,0.54,0.62,0.6,0.7,0,0.125,0.0625,0.09375,1,0.125,1.279672265
124047179,5,,,,3,0,0,0.2,0.15,0.1,0.1,0.7,0.76,0.74,0.68,0.7,0.78,0,0.125,0,0.09375,1,0.122916667,1.278694391
124050437,5,,,,3,0,0,0.2,0.1,0.4,0.05,0.38,0.48,0.42,0.32,0.52,0.4,0,0.033333333,0.05,0.05,1,0.125,1.273454309
124050169,5,,,,3,0,0,0.55,0.1,0.01,0.05,0.46,0.48,0.9,0.3,0.94,0.82,0,0.043333333,0,0.0325,1,0.1875,1.269871235
124049650,4,,,,3,0,0,0.9,0.55,0.7,0.96,0.6,0.38,0.46,0.72,0.82,0.64,0,0.083333333,0.025,0.075,1,0.083333333,1.269195437
124050400,2,,,,3,0,0,0.99,0.95,0.75,0.98,0.66,0.76,0.74,0.58,0.92,0.86,1,0.166666667,0.2,0,1,0.052083333,1.269114137
124049910,4,,,,3,0,0,0.98,0.55,0.25,0.85,0.72,0.82,0.8,0.84,0.96,0.72,1,0.083333333,0,0.0625,1,0.0625,1.263973475
124050154,7,,,,3,0,0,0.9,0.45,0.15,0.05,0.44,0.38,0.42,0.42,0.6,0.3,0,0.183333333,0,0.1375,1,0.052083333,1.261005044
124050231,4,,,,3,0,0,0.4,0.4,0.25,0.35,0.92,1,0.88,1,1,1,1,0.083333333,0.1,0.1125,1,0.125,1.254026175
124049696,4,,,,3,0,0,0,0.25,0.2,0.25,0.6,0.94,0.7,0.62,1,0.64,1,0.120833333,0.0625,0.125,1,0.09375,1.250400543
124049287,4,,,,3,0,0,0,0.15,0.1,0.04,0.44,0.58,0.6,0.7,0.9,0.76,0,0,0.25,0.1875,1,0.083333333,1.239577055
124049809,5,,,,3,0,0,0.85,0.15,0.04,0.4,0.42,0.74,0.64,0.38,0.74,0.58,0,0.0625,0,0.046875,1,0.125,1.239416957
124050068,5,,,,3,0,0,0.35,0.01,0.04,0.1,0.7,0.64,0.92,0.68,0.86,0.84,0,0.066666667,0.05,0.075,1,0.09375,1.237160087
124049939,4,,,,3,0,0,0.75,0.4,0.35,0.9,0.9,0.84,0.82,0.88,0.92,0.84,1,0.15,0.0625,0.14375,1,0.21875,1.229945421
124050491,5,,,,3,0,0,0.99,0.8,0.85,0.2,0.48,0.48,0.66,0.52,0.76,0.64,0,0.046666667,0,0.035,1,0.3125,1.216935515
124049922,1,,,,3,0,0,0,0.15,0.2,0.25,0.8,0.76,0.9,0.84,0.82,0.84,0,0.333333333,0.375,0.4375,1,0.0625,1.216765404
124049457,7,,,,3,0,0,0.85,0.2,0.1,0.4,0.72,0.76,0.76,0.8,0.8,0.88,0,0,0,0,1,0.041666667,1.2006706
124050005,5,,,,3,0,0,0.85,0.01,0.1,0.4,0.6,0.64,0.92,0.62,0.86,0.88,0,0.083333333,0,0.0625,1,0.0625,1.194766641
124050418,6,,,,3,0,0,0.35,0.01,0.01,0.25,0.62,0.58,0.64,0.54,0.72,0.56,0,0.066666667,0.1,0.1,1,0.0625,1.194361925
124050518,4,,,,3,0,0,0.9,0.1,0.04,0.35,0.46,0.6,0.46,0.5,0.64,0.48,1,0.1,0.0625,0.1125,1,0.083333333,1.190272212
124048881,7,,,,3,0,0,0.6,0.7,0.25,0.3,0.46,0.52,0.56,0.62,0.7,0.44,0,0.083333333,0,0.0625,1,0.125,1.189626336
124049549,1,,,,3,0,1,0.1,0.02,0.2,0.4,0.82,0.68,0.76,0.78,0.74,0.72,0,0.020833333,0.0125,0.01875,1,0.104166667,1.187502265
124050503,0,,,,3,0,1,0.55,0.04,0.04,0.05,0.54,0.46,0.6,0.58,0.68,0.6,0,0,0.125,0.0625,1,0.21875,1.184573412
124049864,1,,,,3,0,1,0.05,0.15,0.2,0.25,0.5,0.42,0.4,0.76,0.74,0.56,1,0.066666667,0,0.0625,1,0.052083333,1.184567809
124049780,5,,,,3,0,0,0.25,0.04,0.1,0.6,0.56,0.58,0.78,0.5,0.88,0.74,0,0.091666667,0.0375,0.0875,1,0.09375,1.181713939
124048694,5,,,,3,0,0,0.85,0.1,0.9,0.1,0.64,0.58,0.74,0.68,0.82,0.84,1,0.058333333,0.125,0.10625,1,0.0625,1.181384444
124050229,5,,,,3,0,0,0.03,0.1,0.02,0.4,0.6,0.58,0.38,0.38,0.46,0.5,1,0.066666667,0.0625,0,1,0.125,1.177245975
124050020,4,,,,3,0,0,0.55,0.75,0.99,0.4,0.7,0.74,0.62,0.8,0.84,0.52,0,0.058333333,0,0.04375,1,0.1875,1.174093723
124050080,3,,,,3,0,1,0.1,0.02,0.01,0.3,0.74,0.8,0.76,0.76,0.72,0.78,1,0.016666667,0,0.0125,1,0.125,1.171442151
124049369,5,,,,3,0,0,0.9,0.7,0.25,0.96,0.84,0.82,0.84,0.82,0.92,0.84,0,0.133333333,0,0.1,1,0.125,1.167549491
124049064,5,,,,3,0,0,0.4,0.15,0.1,0.2,0.44,0.58,0.58,0.38,0.62,0.66,1,0.070833333,0,0.05625,1,0.114583333,1.167026758
124050434,5,,,,3,0,0,0.9,0.4,0.05,0.15,0.52,0.48,0.62,0.36,0.56,0.8,0,0.075,0.1,0.15,1,0.375,1.162980318
124048675,7,,,,3,0,0,0.9,0.6,0.9,0.55,0.66,0.76,0.6,0.72,0.8,0.66,0,0.020833333,0,0,1,0.083333333,1.162907362
124049315,5,,,,3,0,0,0.6,0.25,0.1,0.45,0.58,0.72,0.5,0.44,0.72,0.66,1,0.1,0,0.075,1,0.3125,1.159055948
124049843,5,,,,3,0,0,0.25,0.45,0.1,0.65,0.58,0.64,0.78,0.66,0.84,0.72,1,0.025,0.075,0,1,0.5,1.156961679
124048682,4,,,,3,0,0,0.8,0.15,0.1,0.45,0.3,0.68,0.64,0.78,0.96,0.66,0,0.083333333,0.125,0.125,1,0.25,1.15448916
124049701,7,,,,3,0,0,0.35,0.2,0.2,0.1,0.62,0.6,0.54,0.64,0.68,0.58,0,0.133333333,0,0.09375,1,0.0625,1.149839878
124048902,5,,,,3,0,0,0.97,0.55,0.25,0.8,0.64,0.68,0.6,0.6,0.74,0.6,0,0.018333333,0,0.055,1,0.1875,1.149832964
124048678,0,,,,3,0,1,0.35,0.03,0.01,0.1,0.5,0.64,0.8,0.62,0.82,0.7,0,0.026666667,0,0.02,1,0.166666667,1.148216367
