Folio;Proceso;ESTATUS DE INGRESO;BAJA 1ER CUATRI;BAJA 2DO CUATRI;BAJA 3ER CUATRI;PROGRAMA EDUCATIVO;Fecha de nacimiento;Género;Estado civil;Hijos;Número de hijos;Edades de los hijos;Ciudad de origen;Estado de origen;Trabaja;Trabajo;Horario;Turno;Salario mensual;Dependientes económicos;Número de dependientes económicos;Casa;Vive con;Número de personas con quien vive;Persona 1 con quien vive;Persona 2 con quien vive;Persona 3 con quien vive;Persona 4 con quien vive;Persona 5 con quien vive;Persona 6 con quien vive;Persona 7 con quien vive;Persona 8 con quien vive;Persona 9 con quien vive;Persona 10 con quien vive;Dormitorio compartido;¿Con cuántos?;Agua potable;Luz eléctrica;Drenaje;Internet;Cable;Computadora;Usa transporte público;Tarjeta RedQ;Automovil propio;Apoyo para traslados;Apoyo gubernamental;Tipo de apoyo;Escolaridad padre;Escolaridad madre;Ocupación padre;Trabajo de padre;Ingreso mensual de padre;Ocupación de madre;Trabajo de madre;Ingreso mensual de madre;Ingresos mensuales familiares;Hermanos;Edad hermano 1;Edad hermano 2;Edad hermano 3;Edad hermano 4;Edad hermano 5;Edad hermano 6;Edad hermano 7;Estudios de hermano 1;Estudios de hermano 2;Estudios de hermano 3;Estudios de hermano 4;Estudios de hermano 5;Estudios de hermano 6;Estudios de hermano 7;Nivel de estudios de hermano 1;Nivel de estudios de hermano 2;Nivel de estudios de hermano 3;Nivel de estudios de hermano 4;Nivel de estudios de hermano 5;Nivel de estudios de hermano 6;Nivel de estudios de hermano 7;UPQ Primera opción;¿Por qué no?;Minutos de trayecto a la universidad;Problema o padecimiento;¿Cuál?;Miembro de la familia con problema o padecimiento;¿Quién y cuál?;R. Verbal;R. Espacial;Fluidez verbal;Razonamiento matemático;Razonamiento abstracto;Actividad física;Arte;Cálculo;Mecánico;Comunicación;Empresas;Humanidades;Idiomas;Leyes;Música;Naturaleza;Salud;Servicio;Informática;Finanzas;Interpersonal;Lingüística;Lógica matemática;Motricidad fina;Musical;Naturaleza del entorno;Visual espacial;Motricidad gruesa;Intrapersonal;Naturaleza y salud;Comunicatividad;Empuje;Optimismo;Coherencia familiar;Autoestima;Creatividad;Autonomía;Adaptación;Negociación;Resilencia;Proactividad;Organización;Visual;Auditivo;Cinestésico;Motivación interna;Apoyo externo;El aspirante tiene buena vista;El aspirante cree tener adicciones (fumar, consumir alcohol o drogas);Hábitos de estudio;Tiene o ha tenido trastornos alimenticios (anorexia, bulimia, otros);Sufre de una enfermedad crónica (diabetes, asma, lupus u otra);Tiene buena audición;Técnicas de estudio;Máximo interés;Máxima inteligencia;Equilibrio emocional;Agrega comentarios y sugerencias sobre tu experiencia durante la prueba;Probabilidad Baja (%);BAJA;;
122042730;3er proceso;NI;;;;0;2003-03-07 00:00:00;Masculino;0;0;;;MORELIA;Michoacán;1;EN UN TALLER MECANICO;Medio tiempo;Vespertino;4.000 A 5.000;No;;Propia;Familiares;5;HERMANA;HERMANA;PAPA;MAMA;ABUELA;;;;;;No;;Si;Si;Si;Si;Si;Sí, una laptop;Si;No;No;No;No;;Licenciatura (o grado después de preparatoria);Licenciatura (o grado después de preparatoria);Trabaja;ES INDEPENDIENTE, TIENE SUS CLIENTES POR CUENTA PROPIA;0,000918232;Trabaja;CUENTA CON UN LABORATORIO CLINICO PROPIO;0,009827466;0,021174273;2;23;13;;18,14754098;21;24,30769231;30,5;Está cursando algún nivel;Está cursando algún nivel;;;;;;Universidad;Secundaria;;;;;;1;;0,006620072;0;;;;0,91;0,59;95;0,72;0,89;99;45;0,14;0,45;0,64;76;72;40;67;57;71;56;0,73;0,99;0,99;98;39;31;59;31;33;38;98;73;77;70;18;78;82;74;99;81;69;88;42;33;26;17;40;42;100;100;Si;No;Si;No;No;Si;Si;99;95;86;;15,12497234;0;;
122042594;3er proceso;NI;;;;4;2003-01-31 00:00:00;Femenino;0;0;;;Queretaro;Querétaro;0;;;;0;No;;Propia;Familiares;4;Padre;Madre;Hermano;Hermano;;;;;;;No;;Si;Si;Si;Si;Si;Sí, una computadora que NO es una laptop;Si;No;No;No;No;;Secundaria;Secundaria;Trabaja;carpintero;0,000135593;Hogar;;0;0,01;2;15;13;;18,14754098;21;24,30769231;30,5;Está cursando algún nivel;Está cursando algún nivel;;;;;;Secundaria;Secundaria;;;;;;1;;0,006945681;0;;;;0,5;0,08;21;0,36;0,33;1;79;0,38;0,13;0,58;76;95;99;53;61;26;29;0,65;0,1;0,99;34;61;9;48;27;28;15;4;92;9;85;69;78;29;74;22;72;37;24;29;82;71;51;35;13;100;80;Si;No;Si;No;No;Si;Si;99;50;63;;5,282560349;0;;
122042916;3er proceso;NI;;;;3;2003-04-10 00:00:00;Masculino;0;0;;;queretaro;Querétaro;0;;;;0;No;;Propia;Familiares;1;madre;;;;;;;;;;No;;Si;Si;Si;Si;No;Sí, una laptop;Si;Si;No;Si;No;;Preparatoria;Secundaria;Ninguno/No aplica;;0,000372881;Trabaja;empleada;0,01;0,01875;0;;;;18,14754098;21;24,30769231;30,5;;;;;;;;;;;;;;;1;;0,002048085;0;;;;0,83;0,82;70;0,98;0,43;23;27;0,8;0,63;0,23;7;38;35;26;70;32;51;0,26;0,53;0,24;30;67;87;35;72;67;65;46;32;64;7;57;26;67;17;45;28;37;32;29;33;59;37;31;31;100;100;No;No;Si;No;No;Si;No;80;98;31;;7,599403858;0;;
122042669;3er proceso;NI;BV;;;4;2003-11-22 00:00:00;Masculino;0;0;;;Queretaro;Querétaro;0;;;;0;No;;Propia;Familiares;4;Papa;mama;hermano;abuelo paterno;;;;;;;No;;Si;Si;Si;Si;No;No;Si;No;No;Si;No;;Secundaria;Secundaria;Trabaja;Empresa;2,88136E-05;Hogar;;0,009827466;0,00625;1;21;;;18,14754098;21;24,30769231;30,5;Concluyó un nivel;;;;;;;Universidad;;;;;;;1;;0,006620072;0;;;;0,02;0,08;0;0,36;0,16;17;49;0,27;0,32;0,82;99;72;60;78;7;60;44;0,73;0,15;0,61;78;35;31;48;31;51;45;41;62;16;70;57;37;9;26;45;81;93;81;70;70;89;46;35;17;100;100;No;No;Si;No;No;Si;Si;99;36;70;;5,817473888;0;;
122042810;3er proceso;NI;;;BAD;3;2004-11-01 00:00:00;Femenino;0;0;;;Corregidora;Querétaro;0;;;;0;No;;Propia;Familiares;3;Mamá;Hermano;Padrastr;;;;;;;;No;;Si;Si;Si;Si;Si;Sí, una laptop;Si;No;No;Si;No;;Licenciatura (o grado después de preparatoria);Preparatoria;Ninguno/No aplica;;0;Trabaja;gerente de operaciones en Caze Innovacion;0,036;0,0225;1;5;;;18,14754098;21;24,30769231;30,5;Está cursando algún nivel;;;;;;;Preescolar;;;;;;;1;;0,003829029;0;;;;0,71;0,98;95;0,99;0,93;4;66;0,38;0,52;0,06;41;4;25;13;41;32;29;0,1;0,34;0,24;12;51;59;69;10;33;55;5;12;38;70;18;5;29;10;22;4;7;32;29;33;47;57;31;11;100;80;Si;No;Si;No;No;No;No;66;99;12;;4,943431854;0;;
122042139;3er proceso;NI;;BAC;;3;2004-11-13 00:00:00;Masculino;0;0;;;Tlanepantla;Estado de México;0;;;;0;No;;Rentada;Familiares;5;Padre;Madre;Hermano;Hermano;Padrino;;;;;;Si;1;Si;Si;Si;Si;Si;Sí, una laptop;Si;Si;No;No;No;;Preparatoria;Preparatoria;Trabaja;Plataforma de transporte;0,000135593;Hogar;;0;0,01;2;2;7;;18,14754098;21;24,30769231;30,5;Está cursando algún nivel;Está cursando algún nivel;;;;;;Preescolar;Primaria;;;;;;1;;0,006620072;0;;;;0,41;0,35;86;0,92;0,93;62;15;0,63;0,63;0,12;7;26;13;13;24;38;29;0,01;0,99;0,17;49;51;87;30;13;33;76;66;19;87;42;42;37;1;10;22;81;93;41;8;5;17;40;37;22;100;100;No;No;Si;No;No;Si;Si;99;93;34;;6,254474163;0;;
122043040;3er proceso;NI;;;;4;2001-04-08 00:00:00;Femenino;0;0;;;Querétaro;Querétaro;0;;;;0;No;;Propia;Familiares;3;Padre;Madre;Hermana;;;;;;;;No;;Si;Si;Si;Si;Si;Sí, una laptop;Si;No;No;Si;No;;Primaria;Primaria;Trabaja;Herrero;0,000135593;Hogar;;0;0,0075;1;23;;;18,14754098;21;24,30769231;30,5;Concluyó un nivel;;;;;;;Secundaria;;;;;;;1;;0,00160285;0;;;;0,41;0,46;47;0,36;0,75;82;32;0,63;0,19;0,53;76;59;30;81;7;20;23;0,37;0,59;0,99;44;39;7;24;24;23;18;46;39;34;55;18;10;39;55;45;72;37;41;42;21;47;44;31;24;100;20;No;No;Si;No;No;Si;Si;99;75;42;;8,996321678;0;;
122042874;3er proceso;NI;;;;3;2003-04-07 00:00:00;Masculino;0;0;;;Cuernavaca;Morelos;0;;;;0;No;;Propia;Familiares;1;mi padre;;;;;;;;;;No;;Si;Si;Si;Si;Si;Sí, una computadora que NO es una laptop;Si;Si;No;Si;No;;Preparatoria;Preparatoria;Trabaja;promotor de telcel;0,00020339;Ninguno/No aplica;;0;0,0175;0;;;;18,14754098;21;24,30769231;30,5;;;;;;;;;;;;;;;1;;0,005164737;1;asma;;;0,79;0,82;88;0,24;0,43;75;85;0,99;0,99;0,89;76;78;66;84;57;94;87;0,96;0,99;0,99;49;82;9;89;81;95;91;53;56;80;70;6;16;52;39;81;12;15;73;56;33;36;42;40;17;100;100;Si;No;Si;No;Si;Si;Si;99;88;53;;16,17307472;0;;
122041713;3er proceso;NI;BT;;;3;2004-05-14 00:00:00;Masculino;0;0;;;Corregidora;Querétaro;1;en un puesto de tacos;Medio tiempo;Matutino;3200;No;;Propia;Familiares;5;Mama;Papa;Hermano;Hermano;Hermana;;;;;;No;;Si;Si;Si;Si;Si;Sí, una computadora que NO es una laptop;Si;No;No;Si;No;;Preparatoria;Secundaria;Trabaja;negocio propio;0,000338983;Hogar;;0;0,025;3;14;9;5;18,14754098;21;24,30769231;30,5;Está cursando algún nivel;Está cursando algún nivel;Está cursando algún nivel;;;;;Secundaria;Primaria;Preescolar;;;;;1;;0,005164737;0;;;;0,02;0,71;9;0,96;0,82;62;39;0,44;0,63;0,42;31;38;25;53;77;38;40;0,37;0,49;0,41;39;29;11;18;58;51;18;17;32;49;31;42;66;82;55;32;72;85;41;42;33;26;46;33;20;100;100;Si;No;Si;No;No;Si;Si;77;96;36;;10,90977097;0;;
122041679;3er proceso;NI;;;;6;2001-08-27 00:00:00;Masculino;0;0;;;ciudad de mexico;Ciudad de México;1;negocio propio;Horario a tu disposición;Matutino;9200;No;;Propia;Familiares;3;papá;mamá;hermana;;;;;;;;No;;Si;Si;Si;Si;Si;Sí, una laptop;Si;Si;No;No;Si;tarifa unidos;Licenciatura (o grado después de preparatoria);Licenciatura (o grado después de preparatoria);Trabaja;negocio propio;0,000677966;Ninguno/No aplica;;0,009827466;0,05;1;23;;;18,14754098;21;24,30769231;30,5;Concluyó un nivel;;;;;;;Universidad;;;;;;;1;;0,002048085;1;asma;;;0,2;0,04;78;0,36;0,03;75;21;0,24;0,19;0,7;62;59;60;84;52;5;14;0,16;0,53;0,61;75;73;18;30;68;16;55;79;92;49;70;92;78;20;55;99;87;69;52;42;99;98;31;33;35;80;80;Si;Si;No;No;No;Si;Si;84;78;84;;2,636980295;0;;
122036242;3er proceso;NI;;;;4;1998-05-21 00:00:00;Femenino;0,010316369;0;;;Zinacantepec;Estado de México;1;Servicio de Limpieza en mi fraccionamiento;Horario a tu disposición;Matutino;6000;Si;1;Rentada;Otros;1;pareja;;;;;;;;;;Si;1;Si;Si;Si;Si;Si;Sí, una laptop;No;No;No;Si;No;;Licenciatura (o grado después de preparatoria);Licenciatura (o grado después de preparatoria);Trabaja;Litigando;0;Hogar;;0;0;2;21;19;;18,14754098;21;24,30769231;30,5;Dejó algún nivel trunco;Está cursando algún nivel;;;;;;Bachillerato;Bachillerato;;;;;;1;;0,000267142;0;;;;0,83;0,23;78;0,99;0,93;82;91;0,24;0,52;0,99;99;92;99;88;96;97;90;0,82;0,99;0,99;98;96;28;99;61;57;97;90;85;94;42;81;66;67;99;81;39;69;99;80;91;89;42;26;31;100;80;Si;No;Si;No;No;Si;No;99;99;92;;6,827484608;0;;
122042371;3er proceso;NI;;;;3;2004-01-20 00:00:00;Masculino;0;0;;;Santiago de Querétaro;Querétaro;0;;;;0;No;;Propia;Familiares;3;Padre;Madre;Hermana;;;;;;;;No;;Si;Si;Si;Si;Si;Sí, una laptop;Si;No;No;Si;No;;Preparatoria;Desconocida;Trabaja;Fabrica;6,77966E-05;Hogar;;0;0,005;1;17;;;18,14754098;21;24,30769231;30,5;Está cursando algún nivel;;;;;;;Bachillerato;;;;;;;1;;0,006055209;0;;;;0,67;0,46;42;0,92;0,82;82;99;0,8;0,99;0,82;62;92;83;84;99;88;92;0,96;0,99;0,78;92;92;95;48;88;97;89;82;56;95;55;92;89;29;99;81;97;69;93;89;99;95;57;31;11;100;100;Si;No;Si;No;No;Si;Si;99;92;74;;9,947247505;0;;
122042518;3er proceso;NI;;;;3;2004-12-19 00:00:00;Masculino;0;0;;;Queretaro;Querétaro;0;;;;0;No;;Propia;Familiares;6;papa;mama;hermano;hermana;cuñada;sobrina;;;;;Si;4;Si;Si;Si;Si;No;No;Si;No;No;Si;No;;Preparatoria;Secundaria;Trabaja;obrero;0,000152542;Trabaja;obrera;0,006;0,015;2;20;19;;18,14754098;21;24,30769231;30,5;Dejó algún nivel trunco;Está cursando algún nivel;;;;;;Universidad;Universidad;;;;;;1;;0,005164737;0;;;;0,23;0,9;25;0,98;0,99;68;49;0,99;0,99;0,7;51;66;99;53;57;71;85;0,42;0,99;0,78;99;89;95;24;49;46;96;95;89;38;70;99;66;99;99;81;87;93;99;95;99;99;28;31;40;80;100;Si;No;No;No;No;Si;No;99;99;94;;7,734945297;0;;
122041505;3er proceso;NI;;;;0;2002-10-29 00:00:00;Masculino;0;0;;;ciudad madero;Tamaulipas;0;;;;0;No;;Propia;Familiares;4;mamá;papá;hermana;hermana;;;;;;;No;;Si;Si;Si;Si;Si;Sí, una laptop;Si;Si;Si;Si;No;;Preparatoria;Licenciatura (o grado después de preparatoria);Trabaja;industria;0,000508475;Trabaja;asistente;0,04;0,05625;2;15;27;;18,14754098;21;24,30769231;30,5;Está cursando algún nivel;Concluyó un nivel;;;;;;Bachillerato;Bachillerato;;;;;;1;;0,006055209;0;;;;0,37;0,35;38;0,61;0,24;20;27;0,01;0,15;0,58;62;15;13;26;7;20;14;0,26;0,23;0,61;25;15;0;18;27;3;18;53;15;4;21;28;16;39;26;58;12;37;41;21;45;36;37;31;31;100;80;No;No;Si;No;No;Si;Si;62;61;20;;4,178036213;0;;
122041802;3er proceso;NI;BAC;;;3;2004-08-03 00:00:00;Femenino;0;0;;;Tampico;Tamaulipas;0;;;;0;No;;Rentada;Familiares;3;padre;madre;hermano;;;;;;;;No;;Si;Si;Si;Si;Si;Sí, una laptop;Si;No;No;Si;No;;Licenciatura (o grado después de preparatoria);Secundaria;Trabaja;supervisor;0,000508475;Hogar;;0;0,0275;1;12;;;18,14754098;21;24,30769231;30,5;Está cursando algún nivel;;;;;;;Primaria;;;;;;;1;;0,003383793;0;;;;0,33;0,71;21;0,72;0,89;50;32;0,38;0,76;0,12;36;26;47;62;41;43;23;0,12;0,59;0,17;71;56;31;76;41;51;18;53;39;24;55;57;78;82;55;69;81;93;63;80;70;71;35;42;22;100;80;Si;No;Si;No;No;Si;No;76;89;55;;6,683207512;0;;
122042815;3er proceso;NI;;;;4;2003-07-02 00:00:00;Femenino;0;0;;;San Miguel de Allende;Guanajuato;0;;;;0;No;;Propia;Familiares;2;ES MI PADRE;ES MI MADRE;;;;;;;;;No;;Si;Si;Si;Si;Si;Sí, una laptop;Si;No;No;Si;No;;Menor a primaria;Menor a primaria;Trabaja;ALBAÑIL;0,000135593;Trabaja;TRABAJADORA DOMESTICA;0,02;0,25;0;;;;18,14754098;21;24,30769231;30,5;;;;;;;;;;;;;;;1;;0,007836153;0;;;;0,58;0,59;51;0,36;0,82;20;75;0,38;0,24;0,75;76;72;83;71;48;91;56;0,73;0,42;0,61;30;45;18;76;5;46;33;5;28;49;42;42;5;9;26;32;18;37;24;8;45;26;28;42;28;100;100;Si;No;Si;No;No;Si;Si;91;82;29;;4,192118168;0;;
122042144;3er proceso;NI;;;;2;2001-07-21 00:00:00;Masculino;0;0;;;La Paz;Estado de México;1;Asesor financiero;Tiempo completo;Matutino;0;No;;Propia;Familiares;2;Madre;Padre;;;;;;;;;No;;Si;Si;Si;Si;Si;Sí, una laptop;No;Si;Si;Si;No;;Preparatoria;Preparatoria;Trabaja;Profesor;0,000169492;Trabaja;Enfermera Quirúrgica;0,02;0,025;0;;;;18,14754098;21;24,30769231;30,5;;;;;;;;;;;;;;;1;;0,001157614;0;;;;0,98;0,98;82;0,98;0,01;50;27;0,63;0,99;0,32;31;26;60;38;66;43;14;0,31;0,45;0,41;66;86;69;98;74;39;97;71;44;54;85;18;51;99;99;69;61;69;81;70;45;81;35;37;26;100;100;Si;No;Si;No;No;Si;Si;99;98;55;;11,69975567;0;;
122042365;3er proceso;NI;;;BAC;6;2000-12-12 00:00:00;Masculino;0;0;;;Querétaro;Querétaro;1;En ventas;Tiempo completo;Vespertino;5400;No;;Rentada;Familiares;1;Madre;;;;;;;;;;No;;Si;Si;Si;Si;Si;No;Si;No;No;Si;No;;Licenciatura (o grado después de preparatoria);Primaria;Trabaja;Albañilería;0;Trabaja;Limpieza;0,012;0,0125;1;27;;;18,14754098;21;24,30769231;30,5;Dejó algún nivel trunco;;;;;;;Universidad;;;;;;;1;;0,005164737;0;;;;0,37;0,23;51;0,49;0,03;14;15;0,63;0,29;0,17;46;7;3;26;24;11;14;0,05;0,99;0,41;39;6;59;4;5;5;3;46;23;9;31;42;5;14;74;58;4;7;52;56;70;47;48;46;4;100;100;Si;No;Si;No;No;Si;Si;99;51;31;;6,746704102;0;;
122042411;3er proceso;NI;;;;6;2004-05-25 00:00:00;Masculino;0;0;;;México;Querétaro;0;;;;0;No;;Propia;Familiares;5;Madre;Padre;Hermano;Hermana;Hermana;;;;;;No;;Si;Si;Si;Si;Si;Sí, una laptop;Si;No;Si;Si;No;;Licenciatura (o grado después de preparatoria);Secundaria;Trabaja;En empresa;0,000627119;Hogar;;0,009827466;0,05;3;24;22;14;18,14754098;21;24,30769231;30,5;Dejó algún nivel trunco;Está cursando algún nivel;Está cursando algún nivel;;;;;Universidad;Universidad;Secundaria;;;;;1;;0,002493321;0;;;;0,67;0,59;42;0,88;0,89;75;85;0,99;0,99;0,64;99;59;99;81;99;71;66;0,96;0,99;0,69;49;39;64;14;92;46;50;71;50;34;31;57;37;29;39;32;81;52;41;42;21;36;37;40;22;100;100;Si;No;Si;No;No;Si;No;99;89;50;;4,632097244;0;;
122041674;3er proceso;NI;;;;0;4004-01-07 00:00:00;Femenino;0;0;;;Queretaro;Querétaro;0;;;;0;No;;Propia;Familiares;3;Mamá;hermana;Tia;;;;;;;;No;;Si;Si;Si;Si;Si;Sí, una laptop;Si;Si;No;Si;No;;Primaria;Secundaria;Trabaja;taxista;0,000118644;Trabaja;Limpieza;0,015;0,00875;2;29;30;;18,14754098;21;24,30769231;30,5;Concluyó un nivel;Concluyó un nivel;;;;;;Universidad;Bachillerato;;;;;;1;;0,006945681;0;;;;0,63;0,35;25;0,61;0,66;75;21;0,02;0,09;0,42;76;38;73;75;41;38;35;0,49;0,17;0,69;39;39;3;21;24;20;11;36;28;44;55;18;26;20;55;13;39;85;32;56;8;11;31;40;28;100;80;Si;Si;Si;No;No;Si;Si;76;66;34;;7,289691448;0;;
122043099;3er proceso;NI;;;;6;2004-09-14 00:00:00;Masculino;0;0;;;Querétaro;Querétaro;0;;;;0;No;;Propia;Familiares;3;Madre;Padre;Hermana;;;;;;;;No;;Si;Si;Si;Si;Si;Sí, una laptop;No;No;No;Si;No;;Licenciatura (o grado después de preparatoria);Licenciatura (o grado después de preparatoria);Trabaja;Informático;0,000677966;Hogar;;0;0,05625;1;21;;;18,14754098;21;24,30769231;30,5;Está cursando algún nivel;;;;;;;Universidad;;;;;;;1;;0,002493321;0;;;;0,58;0,9;95;0,98;0,97;1;99;0,99;0,45;0,7;36;99;99;88;41;88;90;0,96;0,99;0,78;44;86;78;5;54;80;76;4;67;68;42;18;5;29;26;13;12;7;32;14;70;47;46;28;24;100;100;Si;No;Si;No;No;Si;Si;99;98;56;;3,5484519;0;;
122042450;3er proceso;NI;;;;1;2002-06-30 00:00:00;Masculino;0;0;;;Queretaro;Querétaro;0;;;;0;No;;Propia;Familiares;3;Padre;madre;Hermana;;;;;;;;No;;Si;Si;Si;Si;Si;Sí, una laptop;Si;Si;No;Si;No;;Secundaria;Secundaria;Trabaja;Hojalatero pintor;0,000918232;Trabaja;obrero;0,009827466;0,015;1;13;;;18,14754098;21;24,30769231;30,5;Está cursando algún nivel;;;;;;;Primaria;;;;;;;1;;0,00160285;0;;;;0,09;0,71;3;0,72;0,66;99;66;0,18;0,76;0,86;62;66;54;62;83;66;85;0,73;0,49;0,5;81;56;36;76;88;86;71;97;82;77;42;28;37;67;55;45;61;85;73;70;45;47;42;35;22;80;100;Si;No;Si;No;No;Si;No;99;72;82;;11,42368412;0;;
122041909;3er proceso;NI;;;;4;2003-07-08 00:00:00;Femenino;0;0;;;Queretaro;Querétaro;0;;;;0;No;;Propia;Familiares;4;Papa;Mama;Hermano;Hermano;;;;;;;Si;1;Si;Si;Si;Si;Si;Sí, una laptop;Si;No;No;Si;No;;Secundaria;Preparatoria;Trabaja;Operador de maquinaria pesada;0,000135593;Hogar;;0;0,01;2;13;5;;18,14754098;21;24,30769231;30,5;Está cursando algún nivel;Está cursando algún nivel;;;;;;Primaria;Preescolar;;;;;;1;;0,002493321;0;;;;0,41;0,23;55;0,82;0,55;38;59;0,07;0,09;0,79;14;78;99;43;61;16;14;0,49;0,05;0,46;97;98;41;9;36;39;23;20;92;29;99;69;78;82;74;45;93;85;93;95;99;89;37;33;28;100;80;Si;No;Si;No;No;Si;No;99;82;95;;5,383153439;0;;
122042413;3er proceso;NI;;;;2;2003-05-02 00:00:00;Masculino;0;0;;;Coatzacoalcos;Veracruz;0;;;;0;No;;Rentada;Familiares;2;Papá;Mamá;;;;;;;;;No;;Si;Si;Si;Si;Si;Sí, una computadora que NO es una laptop;Si;No;No;Si;No;;Maestría;Maestría;Trabaja;Empleado;0,000338983;Trabaja;Call center;0,02;0,03125;0;;;;18,14754098;21;24,30769231;30,5;;;;;;;;;;;;;;;1;;0,002938557;0;;;;0,88;0,9;93;0,82;0,55;5;32;0,8;0,63;0,27;9;7;21;26;92;43;56;0,1;0,38;0,24;16;11;41;7;94;20;6;9;28;44;31;2;16;39;6;22;2;24;1;21;33;0;35;33;31;100;80;No;No;Si;No;No;Si;Si;92;93;22;;7,232851028;0;;
122043080;3er proceso;NI;;;;0;2004-01-04 00:00:00;Femenino;0;0;;;ORIZABA;Veracruz;0;;;;0;No;;Rentada;Familiares;2;MAMÁ;TÍA;;;;;;;;;No;;Si;Si;Si;Si;No;Sí, una computadora que NO es una laptop;No;No;No;Si;No;;Licenciatura (o grado después de preparatoria);Preparatoria;Trabaja;maestro de danza;0,000918232;Trabaja;AUXILIAR CONTABLE;0,024;0,0125;0;;;;18,14754098;21;24,30769231;30,5;;;;;;;;;;;;;;;1;;0,004274265;0;;;;0,83;0,35;42;0,49;0,24;99;39;0,38;0,36;0,32;99;53;66;43;48;75;92;0,82;0,31;0,99;61;45;45;76;49;23;45;82;50;49;55;57;26;52;39;13;97;85;41;89;8;59;33;37;28;100;80;No;No;Si;No;No;Si;Si;99;83;56;;9,086943626;0;;
122043158;3er proceso;NI;;;;1;2003-11-05 00:00:00;Masculino;0;0;;;Queretaro;Querétaro;0;;;;0;No;;Propia;Familiares;1;Hijo;;;;;;;;;;No;;Si;Si;Si;Si;No;Sí, una laptop;No;No;No;Si;No;;Preparatoria;Licenciatura (o grado después de preparatoria);Trabaja;Arrendador;0,000254237;Trabaja;Municipio;0,02;0,01875;0;;;;18,14754098;21;24,30769231;30,5;;;;;;;;;;;;;;;1;;0,001157614;0;;;;0,67;0,95;42;0,92;0,75;62;21;0,24;0,76;0,27;25;20;40;33;34;75;14;0,16;0,99;0,46;71;67;59;92;41;76;76;75;67;54;99;57;37;67;99;91;72;69;52;56;82;71;33;37;28;100;100;Si;No;Si;No;No;Si;No;99;95;69;;8,771705627;0;;
122042356;3er proceso;NI;;;;4;2003-03-27 00:00:00;Masculino;0;0;;;Queretaro;Querétaro;0;;;;0;Si;4;Propia;Familiares;3;Papa;Mama;Hermana;;;;;;;;No;;Si;Si;Si;Si;Si;Sí, una laptop;Si;Si;No;Si;No;;Secundaria;Secundaria;Trabaja;Fabrica;0,000118644;Hogar;;0;0,02625;1;23;;;18,14754098;21;24,30769231;30,5;Está cursando algún nivel;;;;;;;Universidad;;;;;;;1;;0,006620072;0;;;;0,13;0,35;3;0,98;0,66;33;21;0,01;0,4;0,79;76;20;3;92;7;20;29;0,02;0,49;0,69;30;23;9;30;54;76;71;57;44;38;42;92;26;39;99;32;50;69;63;56;59;59;44;37;17;100;100;Si;No;Si;No;No;Si;No;92;98;37;;4,336285114;0;;
122042285;3er proceso;NI;;;;6;2004-03-15 00:00:00;Masculino;0;0;;;Hidalgo;Hidalgo;0;;;;0;No;;Propia;Familiares;3;Papá;Mamá;Hermana;;;;;;;;No;;Si;Si;Si;Si;Si;Sí, una computadora que NO es una laptop;Si;No;No;Si;No;;Secundaria;Secundaria;Trabaja;En una carniceria;8,47458E-05;Hogar;;0;0,00625;1;16;;;18,14754098;21;24,30769231;30,5;Está cursando algún nivel;;;;;;;Bachillerato;;;;;;;1;;0,006620072;0;;;;0,46;0,82;18;0,96;0,93;75;54;0,24;0,45;0,48;46;72;13;43;83;79;66;0,56;0,69;0,37;5;29;69;42;86;71;33;79;56;73;21;28;10;39;10;13;4;37;9;14;8;26;33;37;28;100;80;No;No;Si;No;No;Si;Si;83;96;31;;6,690728664;0;;
122042906;3er proceso;NI;;;;4;2003-11-30 00:00:00;Femenino;2;1;/;/;México;Estado de México;0;;;;0;No;;Propia;Familiares;2;Papá;Mamá;;;;;;;;;No;;No;Si;Si;Si;Si;Sí, una laptop;Si;No;No;No;No;;Primaria;Preparatoria;Trabaja;Taller de vidrio y aluminio;0,000118644;Hogar;;0;0,008125;1;22;;;18,14754098;21;24,30769231;30,5;Dejó algún nivel trunco;;;;;;;Bachillerato;;;;;;;1;;0,005164737;0;;;;0,86;0,46;86;0,98;0,82;20;15;0,38;0,1;0,53;99;45;47;53;15;16;14;0,2;0,17;0,78;61;67;59;21;7;5;9;20;23;11;55;69;26;29;39;58;72;85;88;21;70;36;33;40;26;100;100;Si;No;Si;No;No;Si;Si;99;98;42;;0,031886749;0;;
122042671;3er proceso;NI;;;;6;2005-01-04 00:00:00;Femenino;0;0;;;Querétaro;Querétaro;0;;;;0;No;;Propia;Familiares;3;Padre;Madre;Hermana menor;;;;;;;;Si;1;Si;Si;No;Si;No;Sí, una laptop;Si;No;No;Si;No;;Secundaria;Primaria;Trabaja;Maquinaria;0,000271186;Hogar;;0;0,02;1;8;;;18,14754098;21;24,30769231;30,5;Está cursando algún nivel;;;;;;;Primaria;;;;;;;1;;0,003383793;0;;;;0,46;0,95;55;0,88;0,98;62;85;0,18;0,52;0,42;51;45;47;81;70;71;71;0,49;0,59;0,5;55;51;24;80;81;94;71;62;77;93;21;57;66;67;39;45;61;52;24;42;33;47;48;40;11;100;100;Si;No;Si;No;No;Si;Si;85;98;66;;6,018044949;0;;
